title,link,comment
 Java TCP/IP Socket编程（原书第2版）,http://product.dangdang.com/20470875.html,312条评论
 SAS Viya全面快速地介绍SAS Viya，帮助国内的广大SAS用户学习和使用SAS的*平台和技术，能够快速利用SAS Viya开发自己的大数据分析和人工智能应用并进行可视化展现。,http://product.dangdang.com/25162124.html,12条评论
 算法时代 9787508657530,http://product.dangdang.com/1358171977.html,0条评论
 尼尔 波兹曼系列：娱乐至死+向死而生：我修的死亡学分 介文化研究大师尼尔 波兹曼20年经典畅销作品 中信出版社图书 畅,http://product.dangdang.com/1045369379.html,0条评论
 C语言程序设计（第三版）（应用技术型高等教育“十三五”规划教材）,http://product.dangdang.com/24003578.html,1条评论
 Java EE互联网轻量级框架整合开发— —SSM框架（Spring MVC+Spr 杨开振等全新正版图书,http://product.dangdang.com/1325819495.html,1条评论
 Direct 3D 12编程指南配以实例程序演示 帮助读者透彻掌握Direct3D 12的底层实现以及字体引擎的实现等。,http://product.dangdang.com/25072312.html,44条评论
 【共2册】人脸识别原理与实战：以MATLAB为工具+刷脸背后：人脸检测 人脸识别 人脸检索,http://product.dangdang.com/1239518897.html,12条评论
 C语言编程新手自学手册,http://product.dangdang.com/22552053.html,76条评论
 Python机器学习 预测分析核心算法 [美] Michael Bowles 鲍尔斯 9787115433732,http://product.dangdang.com/1174887669.html,1条评论
 动态网页设计与制作——CSS+JavaScript,http://product.dangdang.com/20582116.html,49条评论
 JavaScript经典教程套装：JavaScript高级程序设计(第3版)+JavaScript DOM编程艺术(第展现JavaScript未来的发展，全景展示JavaScript高级程序设计的方方面面。你将拥有奋战在前端开发一线的宝贵经验，这是学习和提高JavaScrpt技能的必读经典,http://product.dangdang.com/23224089.html,311条评论
 工程问题C语言求解（原书第4版）独创C语言解决问题的“五步处理法”；犯罪现场调查（CSI）案例贯穿全书；体验用C语言解决现实工程问题的乐趣,http://product.dangdang.com/24165992.html,52条评论
 神奇的匹配：正则表达式求精之旅,http://product.dangdang.com/23532607.html,45条评论
 【全3册】Scratch2.0少儿编程奇幻之旅+动画游戏与创意设计教程+STEAM创新教育指南scratch趣味少儿编标题书名定价197.8元加摆渡人定价36元为此套装总定价233.8元。部分商品主图未添加摆渡人图片，正持续优化中。主图未优化完成仅发标题书名商品。,http://product.dangdang.com/1159484869.html,0条评论
 课课通C语言（计算机类）（附测试卷）,http://product.dangdang.com/23363991.html,19条评论
 中文版Creo 3 0技术大全 伍明著 9787115400703,http://product.dangdang.com/1086534781.html,1条评论
 深入Java虚拟机（原书第2版）附光盘---SUN公司核心技术丛书,http://product.dangdang.com/8764617.html,46条评论
 广告学概论（高等院校广告和艺术设计专业系列规划教材）,http://product.dangdang.com/23394632.html,37条评论
 数据科学导论：Python语言实现（原书第2版）,http://product.dangdang.com/25255904.html,18条评论
 Java程序设计基础书使用了大量实例，一个知识点一个实例，一段注释讲解，同时章尾配有巩固案例。,http://product.dangdang.com/24027396.html,1条评论
 全套三册新未来简史+区块链开发实战+区块链安全技术指南 3册 大数据陷阱与数据挖掘 区块链人工智能 物联网虚拟空间机器【出版社直供 正版保证z7-3】,http://product.dangdang.com/1242130048.html,0条评论
 大数据原理与技术 ICT认证 华为ICT学院大数据技术官方教材+Microsoft Power BI 数据可视化与数据,http://product.dangdang.com/1044902579.html,0条评论
 环境系统分析（宁平）环境系统分析 环境建模,http://product.dangdang.com/25232500.html,5条评论
 串行通信接口规范与标准当前流行且常用的串行接口，及新标准和详细的规格信息，能为设 计选择合适的接口或验证接口是否正常工作。,http://product.dangdang.com/25101655.html,48条评论
 Python项目开发实战 会写代码不等于能做好项目 网罗Python项目开发中的流程 让你的编程事半功倍+Python,http://product.dangdang.com/1207601287.html,0条评论
 Java核心技术精讲（配光盘）,http://product.dangdang.com/23360425.html,295条评论
 至美-C程序设计( 货号:751703941)北京新华书店官方旗舰店 品牌承诺 正版保证 配送及时 服务专业,http://product.dangdang.com/1410170246.html,0条评论
 STM32嵌入式系统开发实战指南：FreeRTOS与LwIP联合移植(学习STM32网络开发必备，FreeRTOS权威,http://product.dangdang.com/23239782.html,238条评论
 ASP.NET程序设计实用教程Visual Studio 2012平台 + C# + ASP.NET技术,http://product.dangdang.com/24167260.html,6条评论
 C Primer Plus (第五版) 中文版(程序员和开发人员学习C 的经典教程),http://product.dangdang.com/8996733.html,5672条评论
 正版书籍 9787115394095GitHub入门与实践 [日]大塚弘记,支鹏浩,刘斌 人民邮电出版社,http://product.dangdang.com/1472601176.html,0条评论
 JSP程序设计（第2版）上机实验与综合实训（高等学校Java课程系列教材）,http://product.dangdang.com/23575297.html,38条评论
 Python数据分析基础 零编程经验也可学会用Python语言进行数据分析+Python数据分析第2版 Python数,http://product.dangdang.com/1204169687.html,0条评论
 Python高级编程第2版 python程序设计编程源代码开发基础教程书籍+Python高性能编程 python 编程,http://product.dangdang.com/1207443687.html,0条评论
 全国高职高专教育“十三五”规划教材:C语言程序设计全国高职高专教育“十三五”规划教材:C语言程序设计,http://product.dangdang.com/24045288.html,7条评论
 大道至简 C++ STL(标准模板库）精解C++ STL程序员升级宝典,http://product.dangdang.com/23816063.html,181条评论
 Python 3.5从零开始学/Python3.5基础教程/Python入门教程书籍/网络编程/数据库操作/程序设计+,http://product.dangdang.com/1330651776.html,1条评论
 Arduino编程从基础到实践Arduino，智能硬件,http://product.dangdang.com/23802457.html,86条评论
 Java核心技术 卷II 高级特性（第10版 英文版）（上下册）Java领域zui具影响力和价值的著作之一，曾获Jolt生产效率大奖的Java经典图书zui新版，Java平台的权V指南，全面体现Java SE 8的新变化,http://product.dangdang.com/25113909.html,110条评论
 汇编语言(第3版）著名计算机科学教育家王爽经典著作，比肩国外名著口口相传的好书，汇编语言学习者的必备宝典，畅销10年，连续印刷30次，100多所高校指定教材，作者维护专业论坛，学习互动无障碍,http://product.dangdang.com/23329310.html,3657条评论
 Effective Objective-C 2 0：编写高质量iOS与OS X代码的52个有效方法 英文版 (美)Ma,http://product.dangdang.com/1222386781.html,1条评论
 Web接口开发与自动化测试——基于Python语言 9787121310997,http://product.dangdang.com/1465579980.html,0条评论
 正版图书 Unity 5 X从入门到精通 Unity Technologies 9787113210472 中国铁道出本店所售均为正版图书，请放心购买！客服有事情回复不过来，请致电15726655835,http://product.dangdang.com/1239704920.html,0条评论
 C++ STL标准程序库开发指南（第2版）快捷开发，信手拈来；我们把经验融入其中，目的只为让你少走弯路。,http://product.dangdang.com/24182589.html,93条评论
 正版 SAP ABAP开发技术详解：语法手册 孙东文郭欢郭娟SAP ABAP开发技术基础教程从入门到精通字典语法手册计品质好书 正版保障 优质服务 发货及时 shou后无忧,http://product.dangdang.com/1386341060.html,0条评论
 Java并发编程的艺术 方腾飞,魏鹏,程晓明 著【好评返5元店铺礼券】,http://product.dangdang.com/1020716452.html,27条评论
 Apache Kafka源码剖析 徐郡明著 9787121313455,http://product.dangdang.com/1175532769.html,1条评论
 算法设计与分析基础（第3版 影印版）,http://product.dangdang.com/23261737.html,160条评论
 Effective Java中文版(第2版) 9787111255833,http://product.dangdang.com/1242232486.html,0条评论
 Java Web开发入门很简单（入门很简单丛书）（浅显易懂，零门槛学习Java Web开发；老鸟带领菜鸟，快速跨入Java Web开发的大门；庖丁解牛式的讲解，结和太极拳理来阐述编程的原理和思想；赠送17.3小时教学视频）,http://product.dangdang.com/23558874.html,114条评论
 JAVA从入门到精通(第4版)(附光盘)+Selenium2自动化测试实战 java入门 编程语言 系统测试实战 清华【好评返5元店铺礼券】22小时语音视频讲解，732个实例及源码详细分析，15个经典模块开发过程完整展现，15个企业项目开发过程完整展现，616道能力测试题目 ，369个企业面试真题,http://product.dangdang.com/1130889247.html,2条评论
 全新正版 Qt 5开发实战 Qt 5开发指南 QML语言 c++应用程序 Qt程序教材 程序设计书 QT5开发及实例教,http://product.dangdang.com/1299353470.html,3条评论
 TZ Web接口开发与自动化测试9787121310997+跟老齐学Python9787121306624 （共2本）这不仅是一本接口自动化测试书，同时还是一本DjangoWeb开发书,http://product.dangdang.com/1405213986.html,1条评论
 【共3册】Python数据科学手册+Python大战机器学习：数据科学家的第一个小目标 +套路！机器学习：北美数据科学,http://product.dangdang.com/1228483797.html,3条评论
 Java程序设计教程(第5版)/国外经典教材,http://product.dangdang.com/8817345.html,194条评论
 Python编程导论 第2版*9787115473769 [美]约翰·谷泰格全新正版图书,http://product.dangdang.com/1178791898.html,2条评论
 Linux系统管理与服务器配置（基于CentOS 7）,http://product.dangdang.com/25262472.html,2条评论
 自制搜索引擎 (日)山田浩之,(日)末永匡,胡屹 9787115411709,http://product.dangdang.com/1174705769.html,0条评论
 MATLAB应用丛书--MATLAB R2008科学计算实例教程,http://product.dangdang.com/20597131.html,13条评论
 Android实用教程（基于Android Studio·含视频分析）,http://product.dangdang.com/25104948.html,6条评论
 正版书籍 细说JavaScript语言 兄弟连教育 组编 9787121328855 电子工业出版社,http://product.dangdang.com/1450740276.html,0条评论
 Python实用教程普通高等教育“十一五”*规划教材，清华大学卢开澄教授经典教材，发行近10万册，数百所高校用作教材。,http://product.dangdang.com/24046878.html,28条评论
 C#编程和.NET框架,http://product.dangdang.com/22643279.html,65条评论
 精通Metasploit渗透测试结合网络安全实践，系统阐述Metasploit渗透技术 对当前流行的VOIP、SCADA技术以及移动平台等热点提供精彩讲解 黑客进阶必读,http://product.dangdang.com/23974331.html,77条评论
 Git权威指南,http://product.dangdang.com/21108669.html,981条评论
 Spring in Action（第二版）中文版(Spring经典图书),http://product.dangdang.com/20345173.html,1084条评论
 HTML5网页前端设计从零开始学习的Web前端开发，无须任何基础，从入门到精通,http://product.dangdang.com/25083287.html,63条评论
 React Native：用JavaScript开发移动应用,http://product.dangdang.com/23794054.html,421条评论
 AngularJS深度剖析与实践 Angular JS开发秘籍 *指南教程书籍+Java RESTful Web Se,http://product.dangdang.com/1041509679.html,0条评论
 Visual Studio 2010并行编程从入门到精通（微软技术丛书）,http://product.dangdang.com/23161083.html,165条评论
 Java软件工程师培训教程,http://product.dangdang.com/23719783.html,9条评论
 Node.js高级编程,http://product.dangdang.com/23388820.html,333条评论
 软件工程 英文版 第10版 计算机网络 计算机软件工程+知行合一 实现价值驱动的敏捷和精益开发 程序设计 软件工程 开,http://product.dangdang.com/1044500779.html,0条评论
 程序员的数学+程序员的英语,http://product.dangdang.com/1204152287.html,0条评论
 【全3册】Spring Cloud与Docker微服务架构实战+深入理解Spring Cloud与微服务构建+Spri正版全新 品质保证 发货及时 贴心服务 售后无忧,http://product.dangdang.com/1249998079.html,0条评论
 C语言程序设计实验指导,http://product.dangdang.com/21039854.html,3条评论
 Python学习手册,http://product.dangdang.com/20667966.html,184条评论
 网站设计与Web应用开发技术 第二版 高等学校计算机应用规划教材,http://product.dangdang.com/23709819.html,49条评论
 垃圾回收的算法与实现Ruby之父松本行弘推荐GC算法 Garbage Collection 一本书掌握自动内存回收的机制,http://product.dangdang.com/24013691.html,157条评论
 ASP.NET Web API 2框架揭秘,http://product.dangdang.com/23512919.html,231条评论
 C primer plus + C++ Primer Plus 第6版 中文版 共两册 c语套装,http://product.dangdang.com/1136634096.html,11条评论
 Python游戏编程快速上手 第4版+ 谜 不确定的游戏 计算机网络 程序设计制作流程书 游戏编程入门教程书籍 游戏开,http://product.dangdang.com/1044475079.html,1条评论
 JavaScript开发框架权威指南● 现代Web开发不可或缺的18种JavaScript库和框架的详尽指南,http://product.dangdang.com/25065618.html,137条评论
 TensorFlow技术解析与实战 人工智能 机器学习 深度学习 谷歌大脑 人脸识别 语音识别 图像处理+Tensor,http://product.dangdang.com/1204225887.html,0条评论
 Grasshopper参数化建模技术集结国内外Grasshopper前沿技术成果，深入浅出讲解Grasshopper,http://product.dangdang.com/25077941.html,137条评论
 C语言程序设计教程,http://product.dangdang.com/20739994.html,6条评论
 Java程序设计基础与应用,http://product.dangdang.com/23367327.html,14条评论
 C#软件项目开发基础下载更多课件、素材包资源，请关注清华社官方微信公众号qhdxcbs,http://product.dangdang.com/24176497.html,15条评论
 C++ Primer Plus(第6版)中文版+C++ Primer（中文版 第5版）全2册,http://product.dangdang.com/1270154760.html,0条评论
 【视频讲解+精选案例】网页设计与网站建设从入门到精通 网页设计与制作书籍 网页制作教程 网页设计入门到精通【好评返5元店铺礼券】,http://product.dangdang.com/1134571957.html,2条评论
 啊哈!算法+啊哈C语言!逻辑的挑战(修订版)啊哈磊 C语言编程入门书C语言程序设计教程算法设计手册算法之道趣味编程+小,http://product.dangdang.com/1391388587.html,0条评论
 Web安全开发指南掌握白帽子的Web安全技能 从源头消除安全隐患 打造安全无虞的Web应用,http://product.dangdang.com/25097341.html,65条评论
 分布式对象存储 原理 架构及Go语言实现 掌握云存储理论 动手搭建分布式对象存储架构+云存储系统——Swift的原理、,http://product.dangdang.com/1214752087.html,0条评论
 Qt 5编程入门（货号：XY） 霍亚飞,程梁著 9787512416673 北京航空航天大学出版社,http://product.dangdang.com/1365945169.html,0条评论
 交互式Web前端开发实践,http://product.dangdang.com/25108480.html,4条评论
 跟卢子一起学Excel早做完 不加班 office办公软件教程+Excel 2016 VBA入门与应用 Excel公式,http://product.dangdang.com/1044481179.html,0条评论
 Python 算法教程+算法图解 算法基础书 Python,http://product.dangdang.com/1215344087.html,0条评论
 图解力 信息可视化设计方法与案例解析,http://product.dangdang.com/23800513.html,29条评论
 C++语言导学,http://product.dangdang.com/23692836.html,52条评论
 jQuery动态网页设计案例课堂jQuery动态网页设计从入门到精通，系统讲解＋实战案例＋赠送大量资源,http://product.dangdang.com/25252974.html,4条评论
 网站建设与网络编辑综合实训课程指导手册（附光盘）,http://product.dangdang.com/21049695.html,129条评论
 正则表达式经典实例(第2版)基于C#、Java、JavaScript、Perl、PHP、Python、Ruby和VB.NET等8种常用编程语言给出140多个正则表达式的经典实例，精通正则表达式,http://product.dangdang.com/23584052.html,80条评论
 PPP与基础设施融资本书解释了基础设施部门及其子部门，提供了关于基础设施部门指数的信息，阐释了如何使基础设施实现商业运转的选择和模型。适合想要理解社会是如何提供基础设施的人，及寻求在基础设施部门工作的学生。,http://product.dangdang.com/25176324.html,32条评论
 Head First HTML与CSS、XHTML（中文版）,http://product.dangdang.com/20193011.html,1317条评论
 PHP MVC开发实战,http://product.dangdang.com/23288315.html,322条评论
 C语言程序设计学习指导(第2版) 苏小红//车万翔//王甜甜,http://product.dangdang.com/1283517805.html,0条评论
 奔跑吧Ansible,http://product.dangdang.com/23837178.html,148条评论
 编译原理与技术（第2版）凝练多年研究成果，总结实践经验，理论与实践并重，加强实践环节。内容齐全，讲解深入，例题丰富，便于自学，注重反映*编译程序设计原理和实现技术。,http://product.dangdang.com/24040643.html,37条评论
 Hadoop技术内幕：深入解析MapReduce架构设计与实现原理（资深Hadoop专家撰写，从源代码角度深入分析Ma,http://product.dangdang.com/23234897.html,2104条评论
 FreePascal同步训练,http://product.dangdang.com/20186579.html,1780条评论
 焊接机器人编程与操作（教育部职业教育改革创新示范教材）,http://product.dangdang.com/23284894.html,39条评论
 网站建设与运营(全国高等院校计算机职业技能应用规划教材),http://product.dangdang.com/22783487.html,78条评论
 最优化计算方法及其MATLAB程序实现,http://product.dangdang.com/23750036.html,382条评论
 我和LabVIEW—— 一个NI工程师的十年编程经验,http://product.dangdang.com/20679741.html,741条评论
 Java测试新技术TestNG和高级概念,http://product.dangdang.com/20377181.html,113条评论
 MATLAB 2016高级应用与仿真全面介绍MATLAB2016在各个领域中的数百个高级深度应用，学习掌握MATLAB一本通,http://product.dangdang.com/25149801.html,31条评论
 Unreal Engine 4蓝图完全学习教程（典藏中文版）3D游戏入门教程+ ARM Cortex M0与Corte,http://product.dangdang.com/1044816179.html,0条评论
 Python全栈开发实践入门 python教程书籍+ Photoshop CC2017图像处 python全栈开发工程,http://product.dangdang.com/1044521579.html,0条评论
 JSP基础与案例开发详解（配光盘）（软件开发新课堂）,http://product.dangdang.com/23398382.html,66条评论
 编译原理学习与实践指导,http://product.dangdang.com/23380281.html,4条评论
 Keras快速上手：基于Python的深度学习实战+ Python程序设计教程 计算机网络 程序设计 深度学习基本知识,http://product.dangdang.com/1044316179.html,0条评论
 CoffeeScript程序设计 (美) Mark Bates,Goddy Zhao 9787115301932,http://product.dangdang.com/1281177261.html,0条评论
 Arduino从入门到精通：创客必学的13个技巧 John Baichtal [美] 约翰·白赫泰 (John Bai全新正版图书,http://product.dangdang.com/1154492495.html,2条评论
 Visual C++程序开发范例宝典(附光盘) 刘志铭 李贺 高茹 9787115369352,http://product.dangdang.com/1281218561.html,5条评论
 图像处理与脉冲耦合神经网络——基于Python的实现（第三版）,http://product.dangdang.com/25155157.html,65条评论
 细说PHP（第2版）(含DVD光盘1张),http://product.dangdang.com/22884079.html,3685条评论
 .NET Framework应用程序开发（MCTS教程）（微软技术丛书）,http://product.dangdang.com/22574072.html,78条评论
 JavaScript+ jQuery Web交互程序设计,http://product.dangdang.com/25265487.html,2条评论
 轻松玩转STM32Cube+基于STemWin的STM32开发与实践,http://product.dangdang.com/1328223376.html,0条评论
 C++语法详解 黄勇著 9787121316555,http://product.dangdang.com/1458286691.html,1条评论
 Java EE WEB开发与项目实战(大量的实际项目设计经验和技巧，带领您畅游Java EE Web开发世界),http://product.dangdang.com/22549333.html,166条评论
 OpenCV 3计算机视觉：Python语言实现（原书第2版）/Python语言基础程序员书库/计算机教材+OpenC,http://product.dangdang.com/1330681276.html,0条评论
 U一点 料：阿里巴巴1688UED体验设计践行之路阿里巴巴集团1688UED团队10余年实践深度沉淀，大量经验、方法、模型和工具官方首次对外公开，数十位业内知名专家联袂推荐,http://product.dangdang.com/23763321.html,684条评论
 程序员入门 全9册 java+C语言+Python+C#+C++从入门到精通 编程思想从入门到实践标题书名定价703.7元加岛上书店定价35元为此套装总定价738.7元。部分商品主图未添加岛上书店图片，正持续优化中。主图未优化完成商品仅发标题书名商品。,http://product.dangdang.com/1100020379.html,0条评论
 基于JavaScript的WebGIS开发 吴信才 9787121216367,http://product.dangdang.com/1338218341.html,6条评论
 【全2册】趣学Scratch 教孩子学编程+小学生C++趣味编程 C++编程语言基础入门Scratch程序设计从入门到正版图书 品质保障 优质服务 发货及时 售后无忧,http://product.dangdang.com/1434463860.html,3条评论
 【全2册】Python数据分析从入门到精通+Python编程快速上手 让繁琐工作自动化 Python面向实践编程指南P品质好书 正版保障 优质服务 发货及时 售后无忧,http://product.dangdang.com/1044212179.html,5条评论
 龙门品牌三点一测优等生用语文七年级/7年级上册知识点全解重难点提示易考点全透析综合应用检测含答案,http://product.dangdang.com/1342716969.html,0条评论
 汇编语言程序设计实践教程/高等院校信息技术实验教程丛书,http://product.dangdang.com/22688524.html,7条评论
 案例式C语言程序设计,http://product.dangdang.com/1288334349.html,0条评论
 Tcl/Tk入门经典（第2版）,http://product.dangdang.com/20957784.html,279条评论
 求精要诀——JavaEE编程开发案例精讲,http://product.dangdang.com/23756669.html,32条评论
 PIC单片机BASIC编程项目开发,http://product.dangdang.com/22809262.html,24条评论
 R数据科学R语言数据科学宝典 数据科学项目实战指南 从实用的R包出发 带你重新认识R和数据科学 R社区领军人物作品,http://product.dangdang.com/25312466.html,0条评论
 C语言从入门到精通 第2版 国家863中部软件孵化器著 9787115375285,http://product.dangdang.com/1281225861.html,9条评论
 Visual Basic程序设计教程习题及习题解答（第5版）（6.0版）,http://product.dangdang.com/25082439.html,9条评论
 Qt5开发及实例（第2版）(含CD光盘1张),http://product.dangdang.com/23711333.html,827条评论
 Python 3面向对象编程 第2版（影印版）,http://product.dangdang.com/25079360.html,27条评论
 笨办法学Python 3 编程从入门到实践教程书 Python基础教程自学书籍 代码基于Python3.6+YTHON,http://product.dangdang.com/1391828587.html,0条评论
 Servlet与JSP核心编程（第2卷 第2版）（JAVA技术丛书）,http://product.dangdang.com/20613336.html,139条评论
 【全5册】阿里 巴巴Java开发手册+逆流而上+机器学习在线+大数据之路+企业IT架构转型之道java程序设计语言基础品质好书 正版保障 优质服务 发货及时 售后无忧,http://product.dangdang.com/1442664660.html,1条评论
 VB-MAPP语言行为里程碑评估及安置程序(上下册指南),http://product.dangdang.com/23596996.html,187条评论
 NIO与Socket编程技术指南 Java核心技术系列 高洪岩 9787111604068 机械工业出版社,http://product.dangdang.com/1442587969.html,0条评论
 【全3册】父与子的编程之旅+教孩子学编程+趣学Pythonpython编程入门教程 Python语言基础入门少儿趣味编全新正版 品质保障 优质服务 发货及时 售后无忧,http://product.dangdang.com/1238500979.html,0条评论
 MongoDB实战（第二版）,http://product.dangdang.com/1141123995.html,2条评论
 Ajax从入门到精通（配光盘）（网站开发非常之旅）,http://product.dangdang.com/20364958.html,201条评论
 DSP 原理与实践———基于 TMS320F28x 系列(第2版）,http://product.dangdang.com/25234141.html,3条评论
 ASP.NET Core跨平台开发从入门到实战 计算机网络 程序设计+ModelSim电子系统分析及仿真(第2版) A,http://product.dangdang.com/1039885879.html,0条评论
 JavaScript权威指南(第五版) 9787111216322,http://product.dangdang.com/1063731780.html,0条评论
 Java高级编程服务电话010-62770175-4282/4251 咨询相关教材问题、样书申请请关注微信公众号：qinghuazhijiao,http://product.dangdang.com/24167249.html,13条评论
 高质量程序设计指南：C++/C语言》（林锐名作，前版曾广泛流传，被大量IT企业采用为面试题）,http://product.dangdang.com/22899056.html,653条评论
 Visual C++基础教程——高等学校计算机类专业规划教材,http://product.dangdang.com/9342328.html,23条评论
 HTML5 Canvas核心技术：图形、动画与游戏开发 (美)基瑞,爱飞翔 111416340全新正版教材,http://product.dangdang.com/1038550747.html,1条评论
 全新正版 区域包邮 TZ Java高并发编程详解+Java核心技术 卷I+卷II 3本 7111599937、7111部分主要阐述Thread的基础知识，详细介绍线程的API使用、线程安全、线程间数据通信，以及如何保护共享资源等内容，它是深入学习多线程内容的基础,http://product.dangdang.com/1287524820.html,0条评论
 类电磁机制算法的研究与应用,http://product.dangdang.com/25190235.html,5条评论
 【新书正版现货】Head First HTML与CSS(第2版) WEB开发设计参考 网站制作书籍HTML标准计算机网【好评返5元店铺礼券】正版书籍 计算机网站 建设自学入门,http://product.dangdang.com/1248392576.html,1条评论
 UG NX11.0中文版从入门到精通+UG NX 10中文版机械与产品造型设计实例精讲 计算机网络 计算机辅助设计和工,http://product.dangdang.com/1045136579.html,0条评论
 设计方法卡牌写给大家看的设计书，用户研究、交互设计、可用性测试、产品创新、设计管理等设计方法总结，启发设计灵感，提高工作效率。还是一套扑克牌哦！,http://product.dangdang.com/25111316.html,113条评论
 C和C++程序员面试秘笈,http://product.dangdang.com/23435103.html,385条评论
 Java核心技术卷I：基础知识第10版英文版上下集+ 第一行代码 Java 视频讲解版 疯狂java 明日 魔乐科技,http://product.dangdang.com/1214153487.html,0条评论
 易语言入门与提高 霍玲玲 9787118079845全新正版图书,http://product.dangdang.com/1101500695.html,2条评论
 ASP.NET网站开发与项目实战(第二版),http://product.dangdang.com/23814115.html,20条评论
 Visual Basic项目开发全程实录（第4版）Basic畅销书，重磅升级进阶版，丛书累计畅销20多万册，120小时在线课程,http://product.dangdang.com/25290818.html,0条评论
 Swift 权威指南,http://product.dangdang.com/23545120.html,446条评论
 Java从入门到精通电脑自学java数据结构和算法基础编程思想入门java*web语言程序设计模式项目开发实战经典计算,http://product.dangdang.com/1134528859.html,1条评论
 Java核心技术：卷Ⅰ基础知识（原书第8版）,http://product.dangdang.com/20285763.html,5575条评论
 西门子S7-1200 PLC编程及应用教程,http://product.dangdang.com/25264778.html,1条评论
 JAVA从入门到精通(第4版)(附光盘)+疯狂Android讲义 java入门 安卓入门 编程入门 编程畅销经典书籍【好评返5元店铺礼券】22小时语音视频讲解，732个实例及源码详细分析，15个经典模块开发过程完整展现，15个企业项目开发过程完整展现，616道能力测试题目 ，369个企业面试真题,http://product.dangdang.com/1283823247.html,10条评论
 神经元网络时空行为的动力学研究,http://product.dangdang.com/25249905.html,8条评论
 C Primer英文版(第5版)全新正版图书,http://product.dangdang.com/1407346253.html,3条评论
 Java EE核心框架实战 第2版全面主流Java EE轻量级框架 包含近200个开发案例 以练代学 全面提升实战开发经验,http://product.dangdang.com/25156892.html,97条评论
 高职高专“十二五”计算机类专业规划教材 C语言程序设计案例教程,http://product.dangdang.com/23520487.html,5条评论
 嵌入式ARM体系结构编程项目开发实践,http://product.dangdang.com/23718199.html,6条评论
 嵌入式C编程：PIC单片机和C编程技术与应用,http://product.dangdang.com/25079972.html,38条评论
 C Primer Plus中文版+C++ Pr,http://product.dangdang.com/1432244845.html,2条评论
 Docker经典实例（影印版）,http://product.dangdang.com/24196980.html,11条评论
 精通Python爬虫框架Scrapy*9787115474209 [美]迪米特里奥斯 考奇斯-劳卡斯(Dimitrio全新正版图书,http://product.dangdang.com/1170123198.html,0条评论
 Java核心技术 卷I 基础知识 第10版 英文版 上下册口碑极佳的Java经典图书新版，Java平台的杰出指南！,http://product.dangdang.com/23972235.html,46条评论
 人人都是电气工程师——Arduino从入门到精通,http://product.dangdang.com/25110465.html,25条评论
 Scratch趣学编程 青少年游戏和动画设计 创客教育 STEAM 机器人 创客教育少儿趣味编程,http://product.dangdang.com/1446934269.html,0条评论
 物联网之源：信息物理与信息感知基础国内物联网工程学科的奠基性作品，一线研发工程师经验总结。系统阐述物联网技术的理论基础和知识体系。详解传感器的相关知识及设计，通过动手实验掌握智能传感器研发技能。,http://product.dangdang.com/25216878.html,17条评论
 Cocos2d-x 3D与VR游戏开发实战详解国内第1部真正来自于Cocos2d-x VR游戏开发专家的经验之作，热点游戏范例教学，解决开发中的困惑与问题,http://product.dangdang.com/25122161.html,25条评论
 Java语言程序设计教程（21世纪高等学校规划教材·计算机应用）,http://product.dangdang.com/22588024.html,21条评论
 JavaScript程序设计JavaScript编程入门书 通过学习Web开发了解计算机科学的基本思想和原理,http://product.dangdang.com/23941631.html,31条评论
 ACM-ICPC程序设计系列 基础训练题解,http://product.dangdang.com/22631459.html,338条评论
 谷歌语义搜索 SEO从业人员必读 SEO实战密码 计算机/网络书籍+谷歌和亚马逊如何做产品,http://product.dangdang.com/1333534676.html,0条评论
 ARM DS-5实战开发从入门到精通（ARM官方开发工具丛书）ARM亚太区大学计划经理陈炜、ARM中国区FAE总监刘澍、ARM中国区销售副总裁刘润国联合推荐,http://product.dangdang.com/23817012.html,34条评论
 JavaScript从入门到精通（第2版）,http://product.dangdang.com/22563930.html,52条评论
 C和C++安全编码（原书第2版，C/C++安全编程领域的“标准”著作，资深安全专家撰写，美国CERT主管亲自作序推荐，,http://product.dangdang.com/23396353.html,202条评论
 Java 开发从入门到精通 编程 网站 网络 数据 IP域名 软件开发程序设计+21天学通Java第7版全面涵盖Jav,http://product.dangdang.com/1191308287.html,0条评论
 Python与机器学习实战:决策树、集成学习、支持向量机与神经网络算法详解及编程实现 何宇健 编著【好评返5元店铺礼券】,http://product.dangdang.com/1009193257.html,5条评论
 Visual_Basic程序设计(配上机指导)共二册,http://product.dangdang.com/22783562.html,11条评论
 【全2册】R语言初学指南+R语言实战（第2版）R语言决战大数据分析教材r语言初学者R语言学习从入门到精通R语言编程实战全新正版 特价促销 贴心服务 发货及时 售后保障,http://product.dangdang.com/1455367360.html,0条评论
 案例式C语言程序设计实验指导,http://product.dangdang.com/1363161265.html,0条评论
 （区域包邮）Python数据分析：基于Plotly的动态可视化绘图+Python数据分析从入门到精通(共2本)9787本书绝大部分代码用Python编写，同时也给出了Plotly在R语言、MATLAB和JavaScript中的应用案例。,http://product.dangdang.com/1237155620.html,0条评论
 零基础Arduino智能控制入门/图形化编程零门槛入门Arduino/电子电路+一块面包板玩转Arduino编程,http://product.dangdang.com/1333675576.html,0条评论
 MATLAB数字图像处理简明教程,http://product.dangdang.com/25213087.html,5条评论
 Visual C++面向对象与可视化程序设计（第4版）,http://product.dangdang.com/24015333.html,44条评论
